tripduration,starttime,stoptime,start station id,start station name,end station id,end station name,id,name
2844,24:00.2,11:24.6,74,Harvard Square at Mass Ave/ Dunster,90,Lechmere Station at Cambridge St / First St,,
2840,12:55.3,00:16.1,74,Harvard Square at Mass Ave/ Dunster,342,Boylston St at Jersey St,,
2840,14:18.7,01:38.8,74,Harvard Square at Mass Ave/ Dunster,33,Kenmore Square,,
2839,34:21.6,21:41.0,74,Harvard Square at Mass Ave/ Dunster,105,Lower Cambridgeport at Magazine St / Riverside Rd,,
2836,34:25.7,21:41.9,74,Harvard Square at Mass Ave/ Dunster,67,MIT at Mass Ave / Amherst St,,
2836,13:47.5,01:04.2,74,Harvard Square at Mass Ave/ Dunster,109,West End Park,,
2834,08:22.6,55:36.7,74,Harvard Square at Mass Ave/ Dunster,110,Harvard University Gund Hall at Quincy St / Kirkland St,,
2831,14:30.7,01:42.6,74,Harvard Square at Mass Ave/ Dunster,345,Park Plaza at Charles St S.,,
2831,03:24.3,50:35.5,74,Harvard Square at Mass Ave/ Dunster,372,Boylston St at Exeter St,,
2828,17:26.1,04:34.2,74,Harvard Square at Mass Ave/ Dunster,58,Mugar Way at Beacon St,,
2824,03:51.7,50:55.7,74,Harvard Square at Mass Ave/ Dunster,100,Davis Square,,
2823,48:59.5,36:03.4,74,Harvard Square at Mass Ave/ Dunster,52,Newbury St at Hereford St,,
2821,19:46.7,06:48.6,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
2821,03:31.7,50:32.8,74,Harvard Square at Mass Ave/ Dunster,372,Boylston St at Exeter St,,
2810,29:08.3,15:58.5,74,Harvard Square at Mass Ave/ Dunster,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,,
2804,14:38.8,01:23.3,74,Harvard Square at Mass Ave/ Dunster,68,Central Square at Mass Ave / Essex St,,
2795,08:11.9,54:47.2,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
2771,46:42.3,32:54.1,74,Harvard Square at Mass Ave/ Dunster,66,Commonwealth Ave at Griggs St,,
2766,43:04.8,29:11.4,74,Harvard Square at Mass Ave/ Dunster,80,MIT Stata Center at Vassar St / Main St,,
2762,17:21.3,03:23.5,74,Harvard Square at Mass Ave/ Dunster,36,Copley Square - Dartmouth St at Boylston St,,
2758,55:51.9,41:50.4,74,Harvard Square at Mass Ave/ Dunster,54,Tremont St at West St,,
2758,08:55.0,54:53.2,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
2757,20:56.6,06:53.8,74,Harvard Square at Mass Ave/ Dunster,190,Nashua Street at Red Auerbach Way,,
2750,46:18.1,32:08.2,74,Harvard Square at Mass Ave/ Dunster,90,Lechmere Station at Cambridge St / First St,,
2745,55:57.1,41:42.2,74,Harvard Square at Mass Ave/ Dunster,54,Tremont St at West St,,
2744,50:18.8,36:03.2,74,Harvard Square at Mass Ave/ Dunster,52,Newbury St at Hereford St,,
2736,35:02.5,20:38.8,74,Harvard Square at Mass Ave/ Dunster,48,Post Office Square,,
2732,17:26.6,02:58.9,74,Harvard Square at Mass Ave/ Dunster,33,Kenmore Square,,
2731,08:12.1,53:43.6,74,Harvard Square at Mass Ave/ Dunster,333,699 Mt Auburn St,,
2729,05:04.8,50:34.2,74,Harvard Square at Mass Ave/ Dunster,372,Boylston St at Exeter St,,
2728,17:44.5,03:13.3,74,Harvard Square at Mass Ave/ Dunster,36,Copley Square - Dartmouth St at Boylston St,,
2725,09:16.2,54:41.9,74,Harvard Square at Mass Ave/ Dunster,120,Beacon St at Charles St,,
2724,11:21.2,56:46.2,74,Harvard Square at Mass Ave/ Dunster,131,Jackson Square T Stop,,
2722,00:44.3,46:06.7,74,Harvard Square at Mass Ave/ Dunster,52,Newbury St at Hereford St,,
2721,50:08.5,35:30.2,74,Harvard Square at Mass Ave/ Dunster,10,B.U. Central - 725 Comm. Ave.,,
2720,20:44.9,06:05.3,74,Harvard Square at Mass Ave/ Dunster,190,Nashua Street at Red Auerbach Way,,
2717,00:14.3,45:31.8,74,Harvard Square at Mass Ave/ Dunster,151,Surface Rd at India St,,
2714,19:52.7,05:07.4,74,Harvard Square at Mass Ave/ Dunster,33,Kenmore Square,,
2713,26:47.4,12:00.8,74,Harvard Square at Mass Ave/ Dunster,33,Kenmore Square,,
2711,10:07.9,55:19.9,74,Harvard Square at Mass Ave/ Dunster,190,Nashua Street at Red Auerbach Way,,
2709,01:09.2,46:18.3,74,Harvard Square at Mass Ave/ Dunster,52,Newbury St at Hereford St,,
2707,30:55.1,16:02.9,74,Harvard Square at Mass Ave/ Dunster,227,Silber Way,,
2703,05:40.7,50:44.4,74,Harvard Square at Mass Ave/ Dunster,372,Boylston St at Exeter St,,
2700,17:36.4,02:37.4,74,Harvard Square at Mass Ave/ Dunster,41,Packard's Corner - Commonwealth Ave at Brighton Ave,,
2696,17:57.0,02:53.3,74,Harvard Square at Mass Ave/ Dunster,345,Park Plaza at Charles St S.,,
2692,52:31.9,37:24.8,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
2691,01:11.5,46:02.8,74,Harvard Square at Mass Ave/ Dunster,73,Harvard Square at Brattle St / Eliot St,,
2687,29:54.6,14:42.5,74,Harvard Square at Mass Ave/ Dunster,48,Post Office Square,,
2685,17:30.2,02:15.2,74,Harvard Square at Mass Ave/ Dunster,145,Rindge Avenue - O'Neill Library,,
2684,14:01.5,58:45.9,74,Harvard Square at Mass Ave/ Dunster,109,West End Park,,
2684,59:27.8,44:11.8,74,Harvard Square at Mass Ave/ Dunster,35,Arch St at Franklin St,,
2682,38:44.6,23:27.2,74,Harvard Square at Mass Ave/ Dunster,185,Third at Binney,,
2670,34:59.2,19:29.6,74,Harvard Square at Mass Ave/ Dunster,342,Boylston St at Jersey St,,
2667,53:46.4,38:14.0,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
2667,37:40.1,22:07.7,74,Harvard Square at Mass Ave/ Dunster,369,Boston Public Market,,
2665,37:43.1,22:08.5,74,Harvard Square at Mass Ave/ Dunster,369,Boston Public Market,,
2665,50:21.4,34:47.2,74,Harvard Square at Mass Ave/ Dunster,71,Conway Park - Somerville Avenue,,
2663,04:34.9,48:58.3,74,Harvard Square at Mass Ave/ Dunster,67,MIT at Mass Ave / Amherst St,,
2662,12:19.1,56:41.4,74,Harvard Square at Mass Ave/ Dunster,131,Jackson Square T Stop,,
2662,00:57.9,45:20.4,74,Harvard Square at Mass Ave/ Dunster,151,Surface Rd at India St,,
2660,41:23.0,25:44.0,74,Harvard Square at Mass Ave/ Dunster,159,S Huntington Ave at Heath St,,
2655,19:31.6,03:46.8,74,Harvard Square at Mass Ave/ Dunster,327,Main St at Thompson Sq,,
2653,19:15.7,03:28.9,74,Harvard Square at Mass Ave/ Dunster,327,Main St at Thompson Sq,,
2652,21:05.9,05:18.2,74,Harvard Square at Mass Ave/ Dunster,372,Boylston St at Exeter St,,
2646,57:08.7,41:15.1,74,Harvard Square at Mass Ave/ Dunster,115,Porter Square Station,,
2646,51:58.4,36:05.1,74,Harvard Square at Mass Ave/ Dunster,6,Cambridge St at Joy St,,
2642,28:08.7,12:11.0,74,Harvard Square at Mass Ave/ Dunster,33,Kenmore Square,,
2640,20:57.5,04:58.3,74,Harvard Square at Mass Ave/ Dunster,225,Cambridge Dept. of Public Works -147 Hampshire St.,,
2634,04:57.2,48:51.6,74,Harvard Square at Mass Ave/ Dunster,67,MIT at Mass Ave / Amherst St,,
2634,39:41.1,23:35.2,74,Harvard Square at Mass Ave/ Dunster,176,Lesley University,,
2631,18:34.7,02:26.0,74,Harvard Square at Mass Ave/ Dunster,33,Kenmore Square,,
2629,08:09.7,51:58.8,74,Harvard Square at Mass Ave/ Dunster,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,,
2628,46:30.3,30:18.7,74,Harvard Square at Mass Ave/ Dunster,161,W Broadway at D St,,
2625,35:05.9,18:51.6,74,Harvard Square at Mass Ave/ Dunster,384,Clarendon St at Newbury St,,
2624,04:13.7,47:58.7,74,Harvard Square at Mass Ave/ Dunster,40,Lewis Wharf at Atlantic Ave,,
2620,07:42.7,51:22.7,74,Harvard Square at Mass Ave/ Dunster,41,Packard's Corner - Commonwealth Ave at Brighton Ave,,
2612,39:51.1,23:23.4,74,Harvard Square at Mass Ave/ Dunster,358,Medford St at Charlestown BCYF,,
2609,07:34.3,51:03.5,74,Harvard Square at Mass Ave/ Dunster,133,Green Street T Stop - Green St at Amory St,,
2609,06:07.3,49:37.3,74,Harvard Square at Mass Ave/ Dunster,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,,
2608,33:08.3,16:36.7,74,Harvard Square at Mass Ave/ Dunster,122,Burlington Ave at Brookline Ave,,
2608,11:12.7,54:41.6,74,Harvard Square at Mass Ave/ Dunster,173,Savin Hill T Stop - S Sydney St at Bay St,,
2604,11:11.7,54:36.4,74,Harvard Square at Mass Ave/ Dunster,173,Savin Hill T Stop - S Sydney St at Bay St,,
2599,04:39.7,47:59.6,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
2595,04:44.6,48:00.2,74,Harvard Square at Mass Ave/ Dunster,40,Lewis Wharf at Atlantic Ave,,
2591,34:21.5,17:33.2,74,Harvard Square at Mass Ave/ Dunster,26,Washington St at Waltham St,,
2590,35:00.1,18:11.0,74,Harvard Square at Mass Ave/ Dunster,16,Back Bay T Stop - Dartmouth St at Stuart St,,
2584,06:18.5,49:22.8,74,Harvard Square at Mass Ave/ Dunster,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,,
2580,35:20.7,18:21.3,74,Harvard Square at Mass Ave/ Dunster,384,Clarendon St at Newbury St,,
2574,59:44.0,42:38.6,74,Harvard Square at Mass Ave/ Dunster,352,Ring Rd,,
2571,59:30.1,42:22.0,74,Harvard Square at Mass Ave/ Dunster,352,Ring Rd,,
2571,00:31.9,43:23.1,74,Harvard Square at Mass Ave/ Dunster,174,Washington St at Brock St,,
2566,35:30.6,18:17.1,74,Harvard Square at Mass Ave/ Dunster,384,Clarendon St at Newbury St,,
2565,40:11.0,22:56.7,74,Harvard Square at Mass Ave/ Dunster,358,Medford St at Charlestown BCYF,,
2560,10:56.1,53:36.7,74,Harvard Square at Mass Ave/ Dunster,120,Beacon St at Charles St,,
2556,16:03.3,58:39.9,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
2554,55:23.2,37:57.7,74,Harvard Square at Mass Ave/ Dunster,73,Harvard Square at Brattle St / Eliot St,,
2553,19:48.1,02:21.2,74,Harvard Square at Mass Ave/ Dunster,33,Kenmore Square,,
2549,44:22.9,26:51.9,74,Harvard Square at Mass Ave/ Dunster,365,Harrison Ave at Bennet St,,
2542,34:19.6,16:41.9,74,Harvard Square at Mass Ave/ Dunster,122,Burlington Ave at Brookline Ave,,
2540,35:34.1,17:54.2,74,Harvard Square at Mass Ave/ Dunster,16,Back Bay T Stop - Dartmouth St at Stuart St,,
2536,41:35.8,23:52.7,74,Harvard Square at Mass Ave/ Dunster,80,MIT Stata Center at Vassar St / Main St,,
2533,58:00.5,40:14.2,74,Harvard Square at Mass Ave/ Dunster,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,,
2531,15:30.9,57:42.9,74,Harvard Square at Mass Ave/ Dunster,122,Burlington Ave at Brookline Ave,,
2528,22:31.1,04:39.2,74,Harvard Square at Mass Ave/ Dunster,55,Boylston St at Massachusetts Ave,,
2527,55:43.5,37:50.9,74,Harvard Square at Mass Ave/ Dunster,73,Harvard Square at Brattle St / Eliot St,,
2525,15:21.3,57:26.6,74,Harvard Square at Mass Ave/ Dunster,122,Burlington Ave at Brookline Ave,,
2521,22:43.4,04:45.2,74,Harvard Square at Mass Ave/ Dunster,55,Boylston St at Massachusetts Ave,,
2516,36:25.7,18:22.2,74,Harvard Square at Mass Ave/ Dunster,384,Clarendon St at Newbury St,,
2516,56:17.7,38:14.3,74,Harvard Square at Mass Ave/ Dunster,329,Washington St at Myrtle St,,
2512,45:06.4,26:59.3,74,Harvard Square at Mass Ave/ Dunster,113,Andrew T Stop - Dorchester Ave at Dexter St,,
2511,15:47.1,57:38.2,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
2507,49:01.9,30:49.8,74,Harvard Square at Mass Ave/ Dunster,374,Tremont St at Hamilton Pl,,
2504,45:02.8,26:47.0,74,Harvard Square at Mass Ave/ Dunster,6,Cambridge St at Joy St,,
2504,43:49.2,25:33.5,74,Harvard Square at Mass Ave/ Dunster,139,Dana Park,,
2504,45:07.2,26:52.1,74,Harvard Square at Mass Ave/ Dunster,365,Harrison Ave at Bennet St,,
2497,32:31.1,14:08.8,74,Harvard Square at Mass Ave/ Dunster,279,Williams St at Washington St,,
2497,31:59.6,13:36.6,74,Harvard Square at Mass Ave/ Dunster,58,Mugar Way at Beacon St,,
2496,40:54.9,22:31.3,74,Harvard Square at Mass Ave/ Dunster,67,MIT at Mass Ave / Amherst St,,
2495,04:27.1,46:02.5,74,Harvard Square at Mass Ave/ Dunster,190,Nashua Street at Red Auerbach Way,,
2495,19:54.4,01:30.1,74,Harvard Square at Mass Ave/ Dunster,48,Post Office Square,,
2495,43:51.3,25:26.4,74,Harvard Square at Mass Ave/ Dunster,36,Copley Square - Dartmouth St at Boylston St,,
2493,40:39.1,22:12.9,74,Harvard Square at Mass Ave/ Dunster,58,Mugar Way at Beacon St,,
2485,08:35.7,50:01.0,74,Harvard Square at Mass Ave/ Dunster,11,Longwood Ave at Binney St,,
2483,49:53.3,31:16.5,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
2477,06:17.3,47:34.6,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
2475,29:11.4,10:26.9,74,Harvard Square at Mass Ave/ Dunster,384,Clarendon St at Newbury St,,
2473,41:14.9,22:28.4,74,Harvard Square at Mass Ave/ Dunster,67,MIT at Mass Ave / Amherst St,,
2470,38:41.4,19:52.0,74,Harvard Square at Mass Ave/ Dunster,70,Harvard Kennedy School at Bennett St / Eliot St,,
2470,08:34.0,49:44.2,74,Harvard Square at Mass Ave/ Dunster,11,Longwood Ave at Binney St,,
2468,13:51.6,55:00.6,74,Harvard Square at Mass Ave/ Dunster,55,Boylston St at Massachusetts Ave,,
2467,38:21.5,19:29.5,74,Harvard Square at Mass Ave/ Dunster,342,Boylston St at Jersey St,,
2464,47:05.6,28:10.2,74,Harvard Square at Mass Ave/ Dunster,42,Boylston St at Arlington St,,
2462,27:33.0,08:35.5,74,Harvard Square at Mass Ave/ Dunster,380,Mass Ave at Albany St,,
2448,14:00.8,54:49.7,74,Harvard Square at Mass Ave/ Dunster,58,Mugar Way at Beacon St,,
2448,09:26.2,50:15.1,74,Harvard Square at Mass Ave/ Dunster,225,Cambridge Dept. of Public Works -147 Hampshire St.,,
2445,13:19.0,54:04.4,74,Harvard Square at Mass Ave/ Dunster,98,Warren St at Chelsea St,,
2443,39:31.2,20:14.8,74,Harvard Square at Mass Ave/ Dunster,70,Harvard Kennedy School at Bennett St / Eliot St,,
2442,05:38.2,46:21.1,74,Harvard Square at Mass Ave/ Dunster,190,Nashua Street at Red Auerbach Way,,
2441,29:34.2,10:16.0,74,Harvard Square at Mass Ave/ Dunster,384,Clarendon St at Newbury St,,
2440,28:47.1,09:27.2,74,Harvard Square at Mass Ave/ Dunster,224,Fresh Pond Reservation,,
2439,16:47.8,57:27.5,74,Harvard Square at Mass Ave/ Dunster,122,Burlington Ave at Brookline Ave,,
2436,04:57.3,45:33.4,74,Harvard Square at Mass Ave/ Dunster,206,Government Center - Cambridge St at Court St,,
2435,27:57.2,08:32.3,74,Harvard Square at Mass Ave/ Dunster,380,Mass Ave at Albany St,,
2434,04:51.0,45:25.5,74,Harvard Square at Mass Ave/ Dunster,206,Government Center - Cambridge St at Court St,,
2434,47:28.4,28:02.4,74,Harvard Square at Mass Ave/ Dunster,42,Boylston St at Arlington St,,
2429,07:32.1,48:01.4,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
2426,25:36.1,06:02.3,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
2426,49:42.1,30:08.5,74,Harvard Square at Mass Ave/ Dunster,90,Lechmere Station at Cambridge St / First St,,
2423,27:32.5,07:55.7,74,Harvard Square at Mass Ave/ Dunster,236,Assembly Square T,,
2418,41:02.7,21:21.0,74,Harvard Square at Mass Ave/ Dunster,67,MIT at Mass Ave / Amherst St,,
2416,33:18.7,13:35.6,74,Harvard Square at Mass Ave/ Dunster,58,Mugar Way at Beacon St,,
2401,49:45.3,29:46.8,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
2401,45:55.2,25:56.2,74,Harvard Square at Mass Ave/ Dunster,39,Washington St at Rutland St,,
2399,48:18.9,28:18.5,74,Harvard Square at Mass Ave/ Dunster,49,Stuart St at Charles St,,
2395,11:23.3,51:19.2,74,Harvard Square at Mass Ave/ Dunster,67,MIT at Mass Ave / Amherst St,,
2391,40:04.3,19:56.3,74,Harvard Square at Mass Ave/ Dunster,185,Third at Binney,,
2388,45:36.1,25:24.5,74,Harvard Square at Mass Ave/ Dunster,36,Copley Square - Dartmouth St at Boylston St,,
2384,07:50.6,47:34.7,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
2382,28:33.7,08:16.3,74,Harvard Square at Mass Ave/ Dunster,236,Assembly Square T,,
2377,45:00.4,24:37.5,74,Harvard Square at Mass Ave/ Dunster,6,Cambridge St at Joy St,,
2374,42:27.2,22:01.8,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
2373,25:03.6,04:36.9,74,Harvard Square at Mass Ave/ Dunster,369,Boston Public Market,,
2371,46:22.4,25:53.7,74,Harvard Square at Mass Ave/ Dunster,50,Boylston St at Berkeley St,,
2364,55:46.8,35:11.5,74,Harvard Square at Mass Ave/ Dunster,68,Central Square at Mass Ave / Essex St,,
2358,46:35.1,25:53.9,74,Harvard Square at Mass Ave/ Dunster,50,Boylston St at Berkeley St,,
2357,05:46.2,45:03.2,74,Harvard Square at Mass Ave/ Dunster,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,,
2356,45:04.9,24:21.8,74,Harvard Square at Mass Ave/ Dunster,6,Cambridge St at Joy St,,
2354,06:32.5,45:47.1,74,Harvard Square at Mass Ave/ Dunster,190,Nashua Street at Red Auerbach Way,,
2350,45:13.6,24:23.9,74,Harvard Square at Mass Ave/ Dunster,6,Cambridge St at Joy St,,
2349,38:16.8,17:26.1,74,Harvard Square at Mass Ave/ Dunster,189,Kendall T,,
2347,59:40.1,38:48.1,74,Harvard Square at Mass Ave/ Dunster,227,Silber Way,,
2346,26:11.0,05:17.4,74,Harvard Square at Mass Ave/ Dunster,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,,
2344,40:49.7,19:54.1,74,Harvard Square at Mass Ave/ Dunster,70,Harvard Kennedy School at Bennett St / Eliot St,,
2344,24:14.7,03:19.5,74,Harvard Square at Mass Ave/ Dunster,3,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,,
2340,45:18.3,24:18.7,74,Harvard Square at Mass Ave/ Dunster,6,Cambridge St at Joy St,,
2340,46:46.5,25:46.9,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
2340,47:31.3,26:31.6,74,Harvard Square at Mass Ave/ Dunster,8,Union Square - Brighton Ave at Cambridge St,,
2337,19:51.7,58:49.3,74,Harvard Square at Mass Ave/ Dunster,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,,
2329,26:32.3,05:21.6,74,Harvard Square at Mass Ave/ Dunster,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,,
2323,25:59.1,04:42.7,74,Harvard Square at Mass Ave/ Dunster,369,Boston Public Market,,
2319,59:04.0,37:43.7,74,Harvard Square at Mass Ave/ Dunster,39,Washington St at Rutland St,,
2316,19:33.7,58:10.1,74,Harvard Square at Mass Ave/ Dunster,131,Jackson Square T Stop,,
2315,08:50.2,47:25.4,74,Harvard Square at Mass Ave/ Dunster,131,Jackson Square T Stop,,
2310,03:22.9,41:53.0,74,Harvard Square at Mass Ave/ Dunster,115,Porter Square Station,,
2309,50:13.7,28:43.3,74,Harvard Square at Mass Ave/ Dunster,342,Boylston St at Jersey St,,
2308,22:05.2,00:33.3,74,Harvard Square at Mass Ave/ Dunster,53,Beacon St at Massachusetts Ave,,
2306,50:03.7,28:30.0,74,Harvard Square at Mass Ave/ Dunster,342,Boylston St at Jersey St,,
2306,12:03.8,50:30.4,74,Harvard Square at Mass Ave/ Dunster,371,700 Huron Ave,,
2303,59:27.4,37:50.8,74,Harvard Square at Mass Ave/ Dunster,39,Washington St at Rutland St,,
2301,03:33.7,41:55.6,74,Harvard Square at Mass Ave/ Dunster,139,Dana Park,,
2297,48:06.4,26:24.2,74,Harvard Square at Mass Ave/ Dunster,369,Boston Public Market,,
2296,21:49.7,00:05.9,74,Harvard Square at Mass Ave/ Dunster,86,Brookline Village - Station Street at MBTA,,
2295,47:11.5,25:27.1,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
2286,29:17.0,07:23.5,74,Harvard Square at Mass Ave/ Dunster,206,Government Center - Cambridge St at Court St,,
2285,22:53.7,00:58.8,74,Harvard Square at Mass Ave/ Dunster,374,Tremont St at Hamilton Pl,,
2283,26:21.3,04:24.5,74,Harvard Square at Mass Ave/ Dunster,52,Newbury St at Hereford St,,
2276,22:10.2,00:06.9,74,Harvard Square at Mass Ave/ Dunster,53,Beacon St at Massachusetts Ave,,
2273,35:59.1,13:52.2,74,Harvard Square at Mass Ave/ Dunster,4,Tremont St at E Berkeley St,,
2273,22:07.1,00:00.2,74,Harvard Square at Mass Ave/ Dunster,53,Beacon St at Massachusetts Ave,,
2272,13:35.4,51:27.6,74,Harvard Square at Mass Ave/ Dunster,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,,
2271,04:52.2,42:43.4,74,Harvard Square at Mass Ave/ Dunster,67,MIT at Mass Ave / Amherst St,,
2271,39:18.8,17:10.3,74,Harvard Square at Mass Ave/ Dunster,189,Kendall T,,
2270,11:45.4,49:35.6,74,Harvard Square at Mass Ave/ Dunster,149,175 N Harvard St,,
2270,06:00.4,43:51.0,74,Harvard Square at Mass Ave/ Dunster,206,Government Center - Cambridge St at Court St,,
2267,36:11.2,13:58.5,74,Harvard Square at Mass Ave/ Dunster,4,Tremont St at E Berkeley St,,
2267,06:43.5,44:30.5,74,Harvard Square at Mass Ave/ Dunster,81,Chinatown T Stop,,
2266,48:09.2,25:55.5,74,Harvard Square at Mass Ave/ Dunster,50,Boylston St at Berkeley St,,
2266,06:06.9,43:53.5,74,Harvard Square at Mass Ave/ Dunster,206,Government Center - Cambridge St at Court St,,
2266,07:14.5,45:01.3,74,Harvard Square at Mass Ave/ Dunster,279,Williams St at Washington St,,
2265,24:33.1,02:18.7,74,Harvard Square at Mass Ave/ Dunster,100,Davis Square,,
2264,25:06.1,02:51.1,74,Harvard Square at Mass Ave/ Dunster,100,Davis Square,,
2262,11:28.9,49:11.9,74,Harvard Square at Mass Ave/ Dunster,67,MIT at Mass Ave / Amherst St,,
2261,06:43.7,44:25.7,74,Harvard Square at Mass Ave/ Dunster,81,Chinatown T Stop,,
2255,11:53.8,49:29.5,74,Harvard Square at Mass Ave/ Dunster,67,MIT at Mass Ave / Amherst St,,
2255,44:02.8,21:37.9,74,Harvard Square at Mass Ave/ Dunster,67,MIT at Mass Ave / Amherst St,,
2253,21:41.2,59:15.0,74,Harvard Square at Mass Ave/ Dunster,98,Warren St at Chelsea St,,
2251,04:33.5,42:05.0,74,Harvard Square at Mass Ave/ Dunster,176,Lesley University,,
2251,21:49.8,59:21.5,74,Harvard Square at Mass Ave/ Dunster,98,Warren St at Chelsea St,,
2251,04:18.9,41:49.9,74,Harvard Square at Mass Ave/ Dunster,139,Dana Park,,
2250,17:23.8,54:53.9,74,Harvard Square at Mass Ave/ Dunster,61,Boylston St at Fairfield St,,
2250,12:01.6,49:32.4,74,Harvard Square at Mass Ave/ Dunster,149,175 N Harvard St,,
2247,01:16.9,38:44.1,74,Harvard Square at Mass Ave/ Dunster,67,MIT at Mass Ave / Amherst St,,
2246,43:49.6,21:16.0,74,Harvard Square at Mass Ave/ Dunster,67,MIT at Mass Ave / Amherst St,,
2244,59:05.3,36:30.0,74,Harvard Square at Mass Ave/ Dunster,42,Boylston St at Arlington St,,
2241,26:40.7,04:02.2,74,Harvard Square at Mass Ave/ Dunster,52,Newbury St at Hereford St,,
2241,05:03.9,42:25.0,74,Harvard Square at Mass Ave/ Dunster,67,MIT at Mass Ave / Amherst St,,
2241,27:48.3,05:10.1,74,Harvard Square at Mass Ave/ Dunster,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,,
2240,18:02.4,55:23.1,74,Harvard Square at Mass Ave/ Dunster,369,Boston Public Market,,
2238,51:26.3,28:44.4,74,Harvard Square at Mass Ave/ Dunster,52,Newbury St at Hereford St,,
2238,12:59.9,50:18.7,74,Harvard Square at Mass Ave/ Dunster,369,Boston Public Market,,
2238,42:34.0,19:52.5,74,Harvard Square at Mass Ave/ Dunster,33,Kenmore Square,,
2235,44:41.5,21:57.2,74,Harvard Square at Mass Ave/ Dunster,58,Mugar Way at Beacon St,,
2228,40:35.0,17:43.2,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
2228,28:04.0,05:12.5,74,Harvard Square at Mass Ave/ Dunster,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,,
2224,17:39.6,54:43.9,74,Harvard Square at Mass Ave/ Dunster,61,Boylston St at Fairfield St,,
2224,16:42.9,53:47.8,74,Harvard Square at Mass Ave/ Dunster,122,Burlington Ave at Brookline Ave,,
2222,28:52.1,05:55.0,74,Harvard Square at Mass Ave/ Dunster,49,Stuart St at Charles St,,
2222,16:34.7,53:37.6,74,Harvard Square at Mass Ave/ Dunster,122,Burlington Ave at Brookline Ave,,
2219,58:42.1,35:41.9,74,Harvard Square at Mass Ave/ Dunster,380,Mass Ave at Albany St,,
2219,51:32.9,28:32.4,74,Harvard Square at Mass Ave/ Dunster,342,Boylston St at Jersey St,,
2219,43:01.4,20:00.9,74,Harvard Square at Mass Ave/ Dunster,70,Harvard Kennedy School at Bennett St / Eliot St,,
2219,07:49.6,44:49.6,74,Harvard Square at Mass Ave/ Dunster,81,Chinatown T Stop,,
2218,12:54.5,49:52.6,74,Harvard Square at Mass Ave/ Dunster,369,Boston Public Market,,
2218,16:42.4,53:40.7,74,Harvard Square at Mass Ave/ Dunster,122,Burlington Ave at Brookline Ave,,
2217,51:30.9,28:28.6,74,Harvard Square at Mass Ave/ Dunster,342,Boylston St at Jersey St,,
2217,07:55.5,44:52.8,74,Harvard Square at Mass Ave/ Dunster,81,Chinatown T Stop,,
2216,14:08.5,51:05.1,74,Harvard Square at Mass Ave/ Dunster,23,Boston City Hall - 28 State St,,
2216,44:55.5,21:52.3,74,Harvard Square at Mass Ave/ Dunster,67,MIT at Mass Ave / Amherst St,,
2216,10:40.9,47:37.4,74,Harvard Square at Mass Ave/ Dunster,68,Central Square at Mass Ave / Essex St,,
2215,51:38.9,28:34.6,74,Harvard Square at Mass Ave/ Dunster,52,Newbury St at Hereford St,,
