tripduration,starttime,stoptime,start station id,start station name,end station id,end station name,id,name
4081,37:32.7,45:34.4,74,Harvard Square at Mass Ave/ Dunster,52,Newbury St at Hereford St,,
4022,51:59.3,59:02.0,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
4007,11:00.3,17:47.7,74,Harvard Square at Mass Ave/ Dunster,107,Ames St at Main St,,
4006,12:30.9,19:17.2,74,Harvard Square at Mass Ave/ Dunster,157,Seaport Blvd at Sleeper St,,
4002,11:10.3,17:52.3,74,Harvard Square at Mass Ave/ Dunster,107,Ames St at Main St,,
3985,12:10.9,18:36.2,74,Harvard Square at Mass Ave/ Dunster,152,Ink Block - Harrison Ave at Herald St,,
3973,13:02.5,19:16.5,74,Harvard Square at Mass Ave/ Dunster,152,Ink Block - Harrison Ave at Herald St,,
3969,58:34.8,04:44.3,74,Harvard Square at Mass Ave/ Dunster,23,Boston City Hall - 28 State St,,
3962,31:17.8,37:20.0,74,Harvard Square at Mass Ave/ Dunster,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,,
3954,49:00.7,54:55.5,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
3945,59:46.8,05:32.3,74,Harvard Square at Mass Ave/ Dunster,40,Lewis Wharf at Atlantic Ave,,
3939,58:42.5,04:22.1,74,Harvard Square at Mass Ave/ Dunster,23,Boston City Hall - 28 State St,,
3927,01:16.7,06:44.3,74,Harvard Square at Mass Ave/ Dunster,61,Boylston St at Fairfield St,,
3909,00:52.9,06:02.4,74,Harvard Square at Mass Ave/ Dunster,61,Boylston St at Fairfield St,,
3886,09:14.9,14:01.8,74,Harvard Square at Mass Ave/ Dunster,33,Kenmore Square,,
3885,54:06.4,58:51.9,74,Harvard Square at Mass Ave/ Dunster,79,Beacon St at Washington / Kirkland,,
3877,09:23.7,14:01.1,74,Harvard Square at Mass Ave/ Dunster,33,Kenmore Square,,
3877,49:15.7,53:53.1,74,Harvard Square at Mass Ave/ Dunster,73,Harvard Square at Brattle St / Eliot St,,
3860,09:34.8,13:55.0,74,Harvard Square at Mass Ave/ Dunster,33,Kenmore Square,,
3856,10:01.0,14:17.1,74,Harvard Square at Mass Ave/ Dunster,98,Warren St at Chelsea St,,
3854,36:40.2,40:54.5,74,Harvard Square at Mass Ave/ Dunster,342,Boylston St at Jersey St,,
3835,10:21.8,14:17.1,74,Harvard Square at Mass Ave/ Dunster,98,Warren St at Chelsea St,,
3833,31:59.3,35:53.2,74,Harvard Square at Mass Ave/ Dunster,36,Copley Square - Dartmouth St at Boylston St,,
3831,05:12.3,09:03.5,74,Harvard Square at Mass Ave/ Dunster,120,Beacon St at Charles St,,
3830,49:24.3,53:15.0,74,Harvard Square at Mass Ave/ Dunster,73,Harvard Square at Brattle St / Eliot St,,
3809,40:05.1,43:34.3,74,Harvard Square at Mass Ave/ Dunster,79,Beacon St at Washington / Kirkland,,
3797,09:13.9,12:31.7,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
3796,50:04.1,53:20.8,74,Harvard Square at Mass Ave/ Dunster,73,Harvard Square at Brattle St / Eliot St,,
3790,53:28.6,56:38.8,74,Harvard Square at Mass Ave/ Dunster,23,Boston City Hall - 28 State St,,
3789,37:31.9,40:41.8,74,Harvard Square at Mass Ave/ Dunster,342,Boylston St at Jersey St,,
3787,37:46.6,40:53.7,74,Harvard Square at Mass Ave/ Dunster,342,Boylston St at Jersey St,,
3784,45:59.8,49:04.0,74,Harvard Square at Mass Ave/ Dunster,182,Museum of Science,,
3781,37:40.6,40:42.3,74,Harvard Square at Mass Ave/ Dunster,342,Boylston St at Jersey St,,
3777,02:05.6,05:02.7,74,Harvard Square at Mass Ave/ Dunster,369,Boston Public Market,,
3775,50:12.3,53:07.5,74,Harvard Square at Mass Ave/ Dunster,73,Harvard Square at Brattle St / Eliot St,,
3774,02:08.6,05:02.8,74,Harvard Square at Mass Ave/ Dunster,369,Boston Public Market,,
3772,39:29.7,42:22.1,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
3769,02:59.8,05:49.6,74,Harvard Square at Mass Ave/ Dunster,36,Copley Square - Dartmouth St at Boylston St,,
3767,32:59.6,35:46.7,74,Harvard Square at Mass Ave/ Dunster,36,Copley Square - Dartmouth St at Boylston St,,
3766,33:09.3,35:56.1,74,Harvard Square at Mass Ave/ Dunster,36,Copley Square - Dartmouth St at Boylston St,,
3764,35:23.1,38:07.4,74,Harvard Square at Mass Ave/ Dunster,67,MIT at Mass Ave / Amherst St,,
3763,35:12.2,37:55.4,74,Harvard Square at Mass Ave/ Dunster,67,MIT at Mass Ave / Amherst St,,
3761,03:25.1,06:06.9,74,Harvard Square at Mass Ave/ Dunster,36,Copley Square - Dartmouth St at Boylston St,,
3755,09:33.9,12:09.6,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
3750,02:59.6,05:29.8,74,Harvard Square at Mass Ave/ Dunster,36,Copley Square - Dartmouth St at Boylston St,,
3744,54:48.9,57:13.1,74,Harvard Square at Mass Ave/ Dunster,23,Boston City Hall - 28 State St,,
3737,58:00.1,00:17.7,74,Harvard Square at Mass Ave/ Dunster,352,Ring Rd,,
3736,32:28.9,34:45.4,74,Harvard Square at Mass Ave/ Dunster,369,Boston Public Market,,
3735,52:14.8,54:30.4,74,Harvard Square at Mass Ave/ Dunster,70,Harvard Kennedy School at Bennett St / Eliot St,,
3720,08:51.0,10:51.4,74,Harvard Square at Mass Ave/ Dunster,19,Park Dr at Buswell St,,
3717,40:11.4,42:08.6,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
3712,40:21.4,42:13.7,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
3705,07:27.3,09:13.2,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
3696,58:16.6,59:52.7,74,Harvard Square at Mass Ave/ Dunster,352,Ring Rd,,
3661,34:03.6,35:05.1,74,Harvard Square at Mass Ave/ Dunster,369,Boston Public Market,,
3654,47:01.7,47:56.6,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
3646,01:14.9,02:01.1,74,Harvard Square at Mass Ave/ Dunster,49,Stuart St at Charles St,,
3629,08:15.2,08:44.8,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
3623,47:31.5,47:54.9,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
3617,40:09.4,40:27.1,74,Harvard Square at Mass Ave/ Dunster,190,Nashua Street at Red Auerbach Way,,
3613,24:03.9,24:17.2,74,Harvard Square at Mass Ave/ Dunster,157,Seaport Blvd at Sleeper St,,
3612,00:51.1,01:03.8,74,Harvard Square at Mass Ave/ Dunster,49,Stuart St at Charles St,,
3608,07:32.5,07:40.8,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
3590,05:50.0,05:40.9,74,Harvard Square at Mass Ave/ Dunster,177,University Park,,
3588,02:00.7,01:49.7,74,Harvard Square at Mass Ave/ Dunster,71,Conway Park - Somerville Avenue,,
3579,40:47.6,40:27.1,74,Harvard Square at Mass Ave/ Dunster,190,Nashua Street at Red Auerbach Way,,
3571,55:40.5,55:11.7,74,Harvard Square at Mass Ave/ Dunster,380,Mass Ave at Albany St,,
3569,20:19.1,19:48.2,74,Harvard Square at Mass Ave/ Dunster,52,Newbury St at Hereford St,,
3564,15:08.1,14:32.9,74,Harvard Square at Mass Ave/ Dunster,370,Dartmouth St at Newbury St,,
3563,05:18.0,04:41.4,74,Harvard Square at Mass Ave/ Dunster,177,University Park,,
3559,20:09.1,19:28.2,74,Harvard Square at Mass Ave/ Dunster,52,Newbury St at Hereford St,,
3559,05:12.6,04:31.9,74,Harvard Square at Mass Ave/ Dunster,370,Dartmouth St at Newbury St,,
3555,16:12.2,15:28.0,74,Harvard Square at Mass Ave/ Dunster,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,,
3547,38:28.0,37:35.2,74,Harvard Square at Mass Ave/ Dunster,61,Boylston St at Fairfield St,,
3538,46:35.6,45:34.6,74,Harvard Square at Mass Ave/ Dunster,157,Seaport Blvd at Sleeper St,,
3523,53:49.2,52:32.5,74,Harvard Square at Mass Ave/ Dunster,384,Clarendon St at Newbury St,,
3523,16:47.0,15:30.3,74,Harvard Square at Mass Ave/ Dunster,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,,
3517,17:31.0,16:09.0,74,Harvard Square at Mass Ave/ Dunster,23,Boston City Hall - 28 State St,,
3514,25:38.4,24:12.4,74,Harvard Square at Mass Ave/ Dunster,157,Seaport Blvd at Sleeper St,,
3504,06:15.3,04:39.3,74,Harvard Square at Mass Ave/ Dunster,370,Dartmouth St at Newbury St,,
3499,01:15.9,59:35.0,74,Harvard Square at Mass Ave/ Dunster,42,Boylston St at Arlington St,,
3494,16:11.0,14:25.8,74,Harvard Square at Mass Ave/ Dunster,370,Dartmouth St at Newbury St,,
3490,01:25.5,59:36.0,74,Harvard Square at Mass Ave/ Dunster,42,Boylston St at Arlington St,,
3484,28:01.1,26:06.0,74,Harvard Square at Mass Ave/ Dunster,26,Washington St at Waltham St,,
3476,26:37.9,24:34.5,74,Harvard Square at Mass Ave/ Dunster,369,Boston Public Market,,
3473,56:03.8,53:56.8,74,Harvard Square at Mass Ave/ Dunster,53,Beacon St at Massachusetts Ave,,
3461,53:06.6,50:47.9,74,Harvard Square at Mass Ave/ Dunster,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,,
3454,26:47.5,24:22.0,74,Harvard Square at Mass Ave/ Dunster,369,Boston Public Market,,
3446,57:02.6,54:28.9,74,Harvard Square at Mass Ave/ Dunster,122,Burlington Ave at Brookline Ave,,
3445,50:43.6,48:09.0,74,Harvard Square at Mass Ave/ Dunster,58,Mugar Way at Beacon St,,
3442,23:27.7,20:49.8,74,Harvard Square at Mass Ave/ Dunster,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,,
3433,59:01.8,56:15.4,74,Harvard Square at Mass Ave/ Dunster,36,Copley Square - Dartmouth St at Boylston St,,
3428,50:44.1,47:53.1,74,Harvard Square at Mass Ave/ Dunster,58,Mugar Way at Beacon St,,
3421,39:47.6,36:49.5,74,Harvard Square at Mass Ave/ Dunster,39,Washington St at Rutland St,,
3419,31:07.5,28:06.5,74,Harvard Square at Mass Ave/ Dunster,151,Surface Rd at India St,,
3416,51:13.2,48:10.0,74,Harvard Square at Mass Ave/ Dunster,58,Mugar Way at Beacon St,,
3409,31:23.6,28:13.0,74,Harvard Square at Mass Ave/ Dunster,151,Surface Rd at India St,,
3404,23:47.2,20:31.9,74,Harvard Square at Mass Ave/ Dunster,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,,
3400,59:11.5,55:51.7,74,Harvard Square at Mass Ave/ Dunster,352,Ring Rd,,
3384,24:42.1,21:06.6,74,Harvard Square at Mass Ave/ Dunster,181,Huron Ave At Vassal Lane,,
3377,02:13.9,58:31.5,74,Harvard Square at Mass Ave/ Dunster,35,Arch St at Franklin St,,
3368,14:23.1,10:31.3,74,Harvard Square at Mass Ave/ Dunster,31,Seaport Hotel - Congress St at Seaport Ln,,
3352,13:42.5,09:35.4,74,Harvard Square at Mass Ave/ Dunster,58,Mugar Way at Beacon St,,
3345,18:34.2,14:20.0,74,Harvard Square at Mass Ave/ Dunster,370,Dartmouth St at Newbury St,,
3342,02:34.2,58:16.7,74,Harvard Square at Mass Ave/ Dunster,35,Arch St at Franklin St,,
3330,26:13.6,21:44.5,74,Harvard Square at Mass Ave/ Dunster,67,MIT at Mass Ave / Amherst St,,
3330,02:48.8,58:19.7,74,Harvard Square at Mass Ave/ Dunster,35,Arch St at Franklin St,,
3328,43:35.2,39:03.2,74,Harvard Square at Mass Ave/ Dunster,182,Museum of Science,,
3327,05:20.3,00:48.1,74,Harvard Square at Mass Ave/ Dunster,67,MIT at Mass Ave / Amherst St,,
3327,43:34.2,39:01.3,74,Harvard Square at Mass Ave/ Dunster,182,Museum of Science,,
3326,43:40.6,39:07.1,74,Harvard Square at Mass Ave/ Dunster,182,Museum of Science,,
3323,43:39.2,39:03.0,74,Harvard Square at Mass Ave/ Dunster,182,Museum of Science,,
3320,03:09.4,58:29.7,74,Harvard Square at Mass Ave/ Dunster,35,Arch St at Franklin St,,
3315,54:52.1,50:07.8,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
3312,41:59.7,37:11.8,74,Harvard Square at Mass Ave/ Dunster,73,Harvard Square at Brattle St / Eliot St,,
3312,37:52.8,33:05.4,74,Harvard Square at Mass Ave/ Dunster,182,Museum of Science,,
3309,37:51.3,33:00.6,74,Harvard Square at Mass Ave/ Dunster,182,Museum of Science,,
3308,45:09.2,40:17.7,74,Harvard Square at Mass Ave/ Dunster,58,Mugar Way at Beacon St,,
3304,00:43.5,55:47.9,74,Harvard Square at Mass Ave/ Dunster,352,Ring Rd,,
3303,38:02.8,33:06.4,74,Harvard Square at Mass Ave/ Dunster,182,Museum of Science,,
3302,03:31.0,58:33.2,74,Harvard Square at Mass Ave/ Dunster,35,Arch St at Franklin St,,
3301,54:48.4,49:49.9,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
3297,18:47.2,13:44.6,74,Harvard Square at Mass Ave/ Dunster,370,Dartmouth St at Newbury St,,
3295,57:59.1,52:54.2,74,Harvard Square at Mass Ave/ Dunster,125,Hyde Square - Barbara St at Centre St,,
3282,41:38.9,36:21.8,74,Harvard Square at Mass Ave/ Dunster,133,Green Street T Stop - Green St at Amory St,,
3279,38:20.9,33:00.1,74,Harvard Square at Mass Ave/ Dunster,182,Museum of Science,,
3279,06:48.0,01:27.8,74,Harvard Square at Mass Ave/ Dunster,335,Harvard St at Greene-Rose Heritage Park,,
3279,24:18.4,18:58.2,74,Harvard Square at Mass Ave/ Dunster,120,Beacon St at Charles St,,
3276,00:28.8,55:05.0,74,Harvard Square at Mass Ave/ Dunster,122,Burlington Ave at Brookline Ave,,
3274,21:01.7,15:36.6,74,Harvard Square at Mass Ave/ Dunster,186,Congress St at Northern Ave,,
3274,13:32.1,08:06.2,74,Harvard Square at Mass Ave/ Dunster,58,Mugar Way at Beacon St,,
3274,19:07.1,13:42.1,74,Harvard Square at Mass Ave/ Dunster,370,Dartmouth St at Newbury St,,
3274,30:17.2,24:51.7,74,Harvard Square at Mass Ave/ Dunster,369,Boston Public Market,,
3271,27:26.2,21:57.6,74,Harvard Square at Mass Ave/ Dunster,67,MIT at Mass Ave / Amherst St,,
3270,45:37.8,40:07.9,74,Harvard Square at Mass Ave/ Dunster,58,Mugar Way at Beacon St,,
3270,44:01.8,38:31.9,74,Harvard Square at Mass Ave/ Dunster,372,Boylston St at Exeter St,,
3264,07:46.1,02:10.5,74,Harvard Square at Mass Ave/ Dunster,359,One Brigham Circle,,
3259,44:04.4,38:23.8,74,Harvard Square at Mass Ave/ Dunster,372,Boylston St at Exeter St,,
3259,44:12.6,38:32.0,74,Harvard Square at Mass Ave/ Dunster,372,Boylston St at Exeter St,,
3255,03:25.1,57:40.9,74,Harvard Square at Mass Ave/ Dunster,21,Prudential Center - 101 Huntington Ave,,
3248,29:29.4,23:37.9,74,Harvard Square at Mass Ave/ Dunster,100,Davis Square,,
3247,23:13.6,17:21.3,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
3241,51:59.3,46:01.3,74,Harvard Square at Mass Ave/ Dunster,54,Tremont St at West St,,
3238,00:29.4,54:27.4,74,Harvard Square at Mass Ave/ Dunster,122,Burlington Ave at Brookline Ave,,
3237,42:28.0,36:25.1,74,Harvard Square at Mass Ave/ Dunster,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,,
3236,03:59.5,57:56.0,74,Harvard Square at Mass Ave/ Dunster,21,Prudential Center - 101 Huntington Ave,,
3235,58:03.5,51:58.8,74,Harvard Square at Mass Ave/ Dunster,384,Clarendon St at Newbury St,,
3226,16:50.1,10:36.2,74,Harvard Square at Mass Ave/ Dunster,58,Mugar Way at Beacon St,,
3226,25:45.7,19:32.2,74,Harvard Square at Mass Ave/ Dunster,120,Beacon St at Charles St,,
3224,06:50.3,00:35.1,74,Harvard Square at Mass Ave/ Dunster,68,Central Square at Mass Ave / Essex St,,
3220,31:16.4,24:56.6,74,Harvard Square at Mass Ave/ Dunster,23,Boston City Hall - 28 State St,,
3214,38:58.5,32:33.4,74,Harvard Square at Mass Ave/ Dunster,98,Warren St at Chelsea St,,
3210,50:47.9,44:18.4,74,Harvard Square at Mass Ave/ Dunster,54,Tremont St at West St,,
3206,31:09.4,24:36.3,74,Harvard Square at Mass Ave/ Dunster,23,Boston City Hall - 28 State St,,
3186,42:54.6,36:00.7,74,Harvard Square at Mass Ave/ Dunster,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,,
3182,27:18.6,20:21.5,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
3179,52:56.9,45:56.6,74,Harvard Square at Mass Ave/ Dunster,221,Verizon Innovation Hub 10 Ware Street,,
3171,41:21.1,34:12.4,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
3163,27:55.3,20:38.4,74,Harvard Square at Mass Ave/ Dunster,218,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,,
3162,26:55.0,19:37.8,74,Harvard Square at Mass Ave/ Dunster,16,Back Bay T Stop - Dartmouth St at Stuart St,,
3152,06:40.3,59:12.6,74,Harvard Square at Mass Ave/ Dunster,369,Boston Public Market,,
3147,48:29.3,40:57.1,74,Harvard Square at Mass Ave/ Dunster,357,Centre St at Seaverns Ave,,
3141,07:03.6,59:24.8,74,Harvard Square at Mass Ave/ Dunster,369,Boston Public Market,,
3139,26:57.0,19:16.4,74,Harvard Square at Mass Ave/ Dunster,42,Boylston St at Arlington St,,
3131,27:02.3,19:13.4,74,Harvard Square at Mass Ave/ Dunster,42,Boylston St at Arlington St,,
3129,27:27.0,19:36.6,74,Harvard Square at Mass Ave/ Dunster,16,Back Bay T Stop - Dartmouth St at Stuart St,,
3126,31:01.9,23:08.4,74,Harvard Square at Mass Ave/ Dunster,40,Lewis Wharf at Atlantic Ave,,
3116,27:20.9,19:17.6,74,Harvard Square at Mass Ave/ Dunster,42,Boylston St at Arlington St,,
3110,18:48.2,10:39.1,74,Harvard Square at Mass Ave/ Dunster,40,Lewis Wharf at Atlantic Ave,,
3105,54:51.8,46:37.8,74,Harvard Square at Mass Ave/ Dunster,342,Boylston St at Jersey St,,
3096,55:30.5,47:06.9,74,Harvard Square at Mass Ave/ Dunster,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,,
3090,03:06.9,54:37.9,74,Harvard Square at Mass Ave/ Dunster,372,Boylston St at Exeter St,,
3090,22:03.1,13:34.0,74,Harvard Square at Mass Ave/ Dunster,185,Third at Binney,,
3075,56:08.1,47:23.7,74,Harvard Square at Mass Ave/ Dunster,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,,
3058,22:16.0,13:14.0,74,Harvard Square at Mass Ave/ Dunster,185,Third at Binney,,
3052,30:59.0,21:51.3,74,Harvard Square at Mass Ave/ Dunster,40,Lewis Wharf at Atlantic Ave,,
3049,51:04.4,41:54.2,74,Harvard Square at Mass Ave/ Dunster,61,Boylston St at Fairfield St,,
3048,43:06.3,33:55.1,74,Harvard Square at Mass Ave/ Dunster,33,Kenmore Square,,
3045,52:11.5,42:57.2,74,Harvard Square at Mass Ave/ Dunster,53,Beacon St at Massachusetts Ave,,
3036,16:32.5,07:09.1,74,Harvard Square at Mass Ave/ Dunster,58,Mugar Way at Beacon St,,
3034,38:23.3,28:57.4,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
3033,48:54.9,39:28.1,74,Harvard Square at Mass Ave/ Dunster,151,Surface Rd at India St,,
3033,32:18.1,22:51.5,74,Harvard Square at Mass Ave/ Dunster,105,Lower Cambridgeport at Magazine St / Riverside Rd,,
3028,43:32.1,34:00.8,74,Harvard Square at Mass Ave/ Dunster,33,Kenmore Square,,
3019,57:18.5,47:37.7,74,Harvard Square at Mass Ave/ Dunster,115,Porter Square Station,,
3018,29:24.0,19:42.8,74,Harvard Square at Mass Ave/ Dunster,16,Back Bay T Stop - Dartmouth St at Stuart St,,
3016,57:26.2,47:42.8,74,Harvard Square at Mass Ave/ Dunster,115,Porter Square Station,,
3011,44:25.5,34:37.5,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
2997,23:26.0,13:23.3,74,Harvard Square at Mass Ave/ Dunster,185,Third at Binney,,
2995,34:09.5,24:04.9,74,Harvard Square at Mass Ave/ Dunster,55,Boylston St at Massachusetts Ave,,
2995,07:09.4,57:05.3,74,Harvard Square at Mass Ave/ Dunster,177,University Park,,
2995,27:22.5,17:18.4,74,Harvard Square at Mass Ave/ Dunster,70,Harvard Kennedy School at Bennett St / Eliot St,,
2992,42:29.0,32:21.2,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
2991,42:44.1,32:35.9,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
2991,04:43.6,54:35.0,74,Harvard Square at Mass Ave/ Dunster,372,Boylston St at Exeter St,,
2989,14:40.0,04:29.4,74,Harvard Square at Mass Ave/ Dunster,58,Mugar Way at Beacon St,,
2987,50:36.1,40:23.8,74,Harvard Square at Mass Ave/ Dunster,357,Centre St at Seaverns Ave,,
2976,07:30.7,57:07.1,74,Harvard Square at Mass Ave/ Dunster,177,University Park,,
2975,23:15.2,12:50.7,74,Harvard Square at Mass Ave/ Dunster,35,Arch St at Franklin St,,
2972,38:13.3,27:45.4,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
2967,53:28.2,42:55.4,74,Harvard Square at Mass Ave/ Dunster,53,Beacon St at Massachusetts Ave,,
2966,09:53.3,59:19.6,74,Harvard Square at Mass Ave/ Dunster,110,Harvard University Gund Hall at Quincy St / Kirkland St,,
2963,17:50.1,07:13.6,74,Harvard Square at Mass Ave/ Dunster,61,Boylston St at Fairfield St,,
2959,15:18.6,04:37.8,74,Harvard Square at Mass Ave/ Dunster,58,Mugar Way at Beacon St,,
2957,45:16.2,34:33.8,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
2956,13:39.7,02:56.1,74,Harvard Square at Mass Ave/ Dunster,145,Rindge Avenue - O'Neill Library,,
2951,41:43.8,30:55.6,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
2950,35:54.9,25:05.4,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
2950,56:05.2,45:15.5,74,Harvard Square at Mass Ave/ Dunster,36,Copley Square - Dartmouth St at Boylston St,,
2950,51:35.8,40:46.1,74,Harvard Square at Mass Ave/ Dunster,14,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,,
2949,50:00.2,39:10.2,74,Harvard Square at Mass Ave/ Dunster,151,Surface Rd at India St,,
2948,54:31.4,43:40.0,74,Harvard Square at Mass Ave/ Dunster,122,Burlington Ave at Brookline Ave,,
2947,58:09.0,47:16.6,74,Harvard Square at Mass Ave/ Dunster,115,Porter Square Station,,
2936,04:47.4,53:44.3,74,Harvard Square at Mass Ave/ Dunster,73,Harvard Square at Brattle St / Eliot St,,
2936,15:44.9,04:41.8,74,Harvard Square at Mass Ave/ Dunster,58,Mugar Way at Beacon St,,
2933,59:59.8,48:53.7,74,Harvard Square at Mass Ave/ Dunster,80,MIT Stata Center at Vassar St / Main St,,
2932,24:14.1,13:06.7,74,Harvard Square at Mass Ave/ Dunster,185,Third at Binney,,
2932,58:48.0,47:40.2,74,Harvard Square at Mass Ave/ Dunster,115,Porter Square Station,,
2931,54:35.9,43:27.5,74,Harvard Square at Mass Ave/ Dunster,352,Ring Rd,,
2930,41:00.2,29:51.1,74,Harvard Square at Mass Ave/ Dunster,68,Central Square at Mass Ave / Essex St,,
2929,01:44.3,50:34.1,74,Harvard Square at Mass Ave/ Dunster,100,Davis Square,,
2927,45:33.2,34:20.8,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
2927,59:52.2,48:39.5,74,Harvard Square at Mass Ave/ Dunster,80,MIT Stata Center at Vassar St / Main St,,
2926,15:43.2,04:29.2,74,Harvard Square at Mass Ave/ Dunster,58,Mugar Way at Beacon St,,
2921,38:07.5,26:49.4,74,Harvard Square at Mass Ave/ Dunster,61,Boylston St at Fairfield St,,
2920,21:50.7,10:31.0,74,Harvard Square at Mass Ave/ Dunster,40,Lewis Wharf at Atlantic Ave,,
2915,17:27.0,06:02.0,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
2908,21:00.6,09:29.1,74,Harvard Square at Mass Ave/ Dunster,120,Beacon St at Charles St,,
2903,13:07.2,01:30.8,74,Harvard Square at Mass Ave/ Dunster,33,Kenmore Square,,
2896,27:50.1,16:06.2,74,Harvard Square at Mass Ave/ Dunster,227,Silber Way,,
2895,18:37.0,06:52.1,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
2895,17:43.5,05:58.8,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
2894,13:57.0,02:11.0,74,Harvard Square at Mass Ave/ Dunster,145,Rindge Avenue - O'Neill Library,,
2893,10:16.1,58:29.8,74,Harvard Square at Mass Ave/ Dunster,221,Verizon Innovation Hub 10 Ware Street,,
2888,34:38.4,22:46.7,74,Harvard Square at Mass Ave/ Dunster,67,MIT at Mass Ave / Amherst St,,
2885,10:18.5,58:23.7,74,Harvard Square at Mass Ave/ Dunster,221,Verizon Innovation Hub 10 Ware Street,,
2883,40:57.5,29:00.7,74,Harvard Square at Mass Ave/ Dunster,58,Mugar Way at Beacon St,,
2880,21:21.6,09:22.2,74,Harvard Square at Mass Ave/ Dunster,22,South Station - 700 Atlantic Ave,,
2880,01:52.0,49:52.9,74,Harvard Square at Mass Ave/ Dunster,11,Longwood Ave at Binney St,,
2875,00:30.4,48:26.1,74,Harvard Square at Mass Ave/ Dunster,124,Curtis Hall - South St at Centre St,,
2874,02:35.7,50:29.8,74,Harvard Square at Mass Ave/ Dunster,100,Davis Square,,
2874,40:35.9,28:30.4,74,Harvard Square at Mass Ave/ Dunster,122,Burlington Ave at Brookline Ave,,
2873,02:28.0,50:21.0,74,Harvard Square at Mass Ave/ Dunster,372,Boylston St at Exeter St,,
2873,14:06.9,02:00.4,74,Harvard Square at Mass Ave/ Dunster,345,Park Plaza at Charles St S.,,
2869,39:12.9,27:01.9,74,Harvard Square at Mass Ave/ Dunster,61,Boylston St at Fairfield St,,
2867,39:45.6,27:33.4,74,Harvard Square at Mass Ave/ Dunster,61,Boylston St at Fairfield St,,
2857,02:32.5,50:10.2,74,Harvard Square at Mass Ave/ Dunster,372,Boylston St at Exeter St,,
2849,27:55.7,15:24.9,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
2845,26:41.7,14:06.9,74,Harvard Square at Mass Ave/ Dunster,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,,
2844,18:39.4,06:04.0,74,Harvard Square at Mass Ave/ Dunster,61,Boylston St at Fairfield St,,
