tripduration,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude
3977.666667,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,55,Boylston St at Massachusetts Ave,42.347265,-71.088088
2705,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,17,Soldiers Field Park - 111 Western Ave,42.365064,-71.119233
5697.666667,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125
2810.076923,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,20,Aquarium T Stop - 200 Atlantic Ave,42.35991176,-71.05142981
4652,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,98,Warren St at Chelsea St,42.371848,-71.060292
3162.666667,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529
3278,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025
2021,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,82,Washington Square at Washington St. / Beacon St.,42.339335,-71.13493
5269,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,60,Charles Circle - Charles St at Cambridge St,42.36071445,-71.07092813
4038,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,49,Stuart St at Charles St,42.351146,-71.066289
2888.125,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,57,Columbus Ave at Massachusetts Ave,42.34054262,-71.08138848
3081,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075
6391.714286,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,115,Porter Square Station,42.387995,-71.119084
2909.5,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,120,Charles st and Beacon St,42.356052,-71.069849
1876,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,42,Boylston St at Arlington St,42.352033,-71.070627
3706.5,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,45,Yawkey Way at Boylston St.,42.34468084,-71.09785348
2638,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263
2226,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324
8608.266667,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031
2453.636364,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,218,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,42.351586,-71.04569256
2856.166667,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,11,Longwood Ave at Binney St,42.338629,-71.1065
2387.125,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,44,Congress St at North St,42.360613,-71.057452
13376.33333,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,66,Allston Green District - Griggs St at Commonwealth Ave,42.34852015,-71.13394663
4850.235294,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,9,Commonwealth Ave at Buick St,42.351246,-71.115639
4539,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,51,Washington St at Lenox St,42.33509899,-71.07903779
2809.75,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,14,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,42.33741748,-71.10286117
2839,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,5,Northeastern University - North Parking Lot,42.341814,-71.090179
3230,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,151,Surface Rd at India St,42.358155,-71.052163
2142,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,189,Kendall T,42.36242784,-71.08495474
3172.666667,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,6,Cambridge St at Joy St,42.36130407,-71.06520966
17333.28571,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,71,Conway Park - Somerville Avenue,42.383405,-71.107593
4164.857143,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,70,Harvard Kennedy School at Bennett St / Eliot St,42.37199165,-71.12226963
2066,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,183,Alewife MBTA at Steel Place,42.39558846,-71.14260614
2205.75,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,32,Landmark Center - Brookline Ave at Park Dr,42.34519429,-71.10169709
2073,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,78,Union Square - Somerville,42.379637,-71.095319
11189.02273,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,54,Tremont St at West St,42.354979,-71.063348
