tripduration,start_station_id,start_station_name,end_station_id,end_station_name
6333,146,Murphy Skating Rink - 1880 Day Blvd,136,ID Building West
6333,6,Cambridge St at Joy St,60,Charles Circle - Charles St at Cambridge St
6331,58,Mugar Way at Beacon St,58,Mugar Way at Beacon St
6330,70,Harvard Kennedy School at Bennett St / Eliot St,70,Harvard Kennedy School at Bennett St / Eliot St
6330,23,Boston City Hall - 28 State St,23,Boston City Hall - 28 State St
6329,21,Prudential Center - 101 Huntington Ave,21,Prudential Center - 101 Huntington Ave
6328,376,Honan Library,376,Honan Library
6328,150,State Street at Channel Center,21,Prudential Center - 101 Huntington Ave
6328,143,EF - North Point Park,95,Cambridge St - at Columbia St / Webster Ave
6328,69,Coolidge Corner - Beacon St at Centre St,103,JFK Crossing at Harvard St. / Thorndike St.
6327,81,Chinatown T Stop,81,Chinatown T Stop
6326,20,Aquarium T Stop - 200 Atlantic Ave,125,Hyde Square - Barbara St at Centre St
6325,372,Boylston St at Exeter St,372,Boylston St at Exeter St
6324,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St
6324,60,Charles Circle - Charles St at Cambridge St,60,Charles Circle - Charles St at Cambridge St
6324,27,Roxbury Crossing T Stop - Columbus Ave at Tremont St,48,Post Office Square
6324,4,Tremont St at E Berkeley St,4,Tremont St at E Berkeley St
6323,189,Kendall T,189,Kendall T
6322,53,Beacon St at Massachusetts Ave,53,Beacon St at Massachusetts Ave
6322,23,Boston City Hall - 28 State St,370,Dartmouth St at Newbury St
6321,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St
6318,355,Bennington St at Constitution Beach,355,Bennington St at Constitution Beach
6318,118,Linear Park - Mass. Ave. at Cameron Ave. ,118,Linear Park - Mass. Ave. at Cameron Ave. 
6318,42,Boylston St at Arlington St,31,Seaport Hotel - Congress St at Seaport Ln
6318,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd
6317,81,Chinatown T Stop,91,One Kendall Square at Hampshire St / Portland St
6316,370,Dartmouth St at Newbury St,149,175 N Harvard St
6316,27,Roxbury Crossing T Stop - Columbus Ave at Tremont St,48,Post Office Square
6315,27,Roxbury Crossing T Stop - Columbus Ave at Tremont St,53,Beacon St at Massachusetts Ave
6312,52,Newbury St at Hereford St,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd
6311,42,Boylston St at Arlington St,36,Copley Square - Dartmouth St at Boylston St
6310,74,Harvard Square at Mass Ave/ Dunster,35,Arch St at Franklin St
6310,58,Mugar Way at Beacon St,182,Museum of Science
6310,27,Roxbury Crossing T Stop - Columbus Ave at Tremont St,48,Post Office Square
6309,49,Stuart St at Charles St,58,Mugar Way at Beacon St
6308,42,Boylston St at Arlington St,31,Seaport Hotel - Congress St at Seaport Ln
6308,42,Boylston St at Arlington St,42,Boylston St at Arlington St
6307,67,MIT at Mass Ave / Amherst St,50,Boylston St at Berkeley St
6306,49,Stuart St at Charles St,58,Mugar Way at Beacon St
6305,374,Tremont St at Hamilton Pl,258,Gallivan Blvd at Adams St
6305,217,Orient Heights T Stop - Bennington St at Saratoga St,217,Orient Heights T Stop - Bennington St at Saratoga St
6305,81,Chinatown T Stop,91,One Kendall Square at Hampshire St / Portland St
6302,161,W Broadway at D St,161,W Broadway at D St
6301,225,Cambridge Dept. of Public Works -147 Hampshire St.,58,Mugar Way at Beacon St
6301,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace
6300,58,Mugar Way at Beacon St,53,Beacon St at Massachusetts Ave
6299,81,Chinatown T Stop,134,Boylston St at Dartmouth St FORMER
6299,52,Newbury St at Hereford St,206,Government Center - Cambridge St at Court St
6299,21,Prudential Center - 101 Huntington Ave,21,Prudential Center - 101 Huntington Ave
6298,42,Boylston St at Arlington St,206,Government Center - Cambridge St at Court St
6298,5,Northeastern University - North Parking Lot,67,MIT at Mass Ave / Amherst St
6297,369,Boston Public Market,120,Beacon St at Charles St
6297,16,Back Bay T Stop - Dartmouth St at Stuart St,16,Back Bay T Stop - Dartmouth St at Stuart St
6296,103,JFK Crossing at Harvard St. / Thorndike St.,53,Beacon St at Massachusetts Ave
6295,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St
6295,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd
6294,183,Alewife MBTA at Steel Place,183,Alewife MBTA at Steel Place
6294,42,Boylston St at Arlington St,24,Seaport Square - Seaport Blvd at Northern Ave
6294,42,Boylston St at Arlington St,110,Harvard University Gund Hall at Quincy St / Kirkland St
6293,180,Mt Auburn,180,Mt Auburn
6292,328,Grove St at Community Path,100,Davis Square
6291,7,Fan Pier,107,Ames St at Main St
6290,225,Cambridge Dept. of Public Works -147 Hampshire St.,58,Mugar Way at Beacon St
6290,151,Surface Rd at India St,206,Government Center - Cambridge St at Court St
6289,25,South End Library - Tremont St at W Newton St,364,Tremont St at Northampton St
6288,77,Somerville City Hall,235,East Somerville Library (Broadway and Illinois)
6288,39,Washington St at Rutland St,51,Washington St at Lenox St
6287,217,Orient Heights T Stop - Bennington St at Saratoga St,217,Orient Heights T Stop - Bennington St at Saratoga St
6287,94,Main St at Austin St,94,Main St at Austin St
6286,227,Silber Way,227,Silber Way
6284,258,Gallivan Blvd at Adams St,258,Gallivan Blvd at Adams St
6283,374,Tremont St at Hamilton Pl,151,Surface Rd at India St
6283,61,Boylston St at Fairfield St,338,Commonwealth Ave at Kelton St
6283,16,Back Bay T Stop - Dartmouth St at Stuart St,16,Back Bay T Stop - Dartmouth St at Stuart St
6282,167,Ryan Playground - Dorchester Ave at Harbor View St,167,Ryan Playground - Dorchester Ave at Harbor View St
6280,372,Boylston St at Exeter St,372,Boylston St at Exeter St
6280,27,Roxbury Crossing T Stop - Columbus Ave at Tremont St,53,Beacon St at Massachusetts Ave
6279,374,Tremont St at Hamilton Pl,40,Lewis Wharf at Atlantic Ave
6278,374,Tremont St at Hamilton Pl,356,Charlestown Navy Yard
6278,227,Silber Way,227,Silber Way
6278,143,EF - North Point Park,95,Cambridge St - at Columbia St / Webster Ave
6278,68,Central Square at Mass Ave / Essex St,177,University Park
6277,151,Surface Rd at India St,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd
6277,17,Soldiers Field Park - 111 Western Ave,296,Farragut Rd at E. 6th St
6275,367,Vassal Lane at Tobin/VLUS,73,Harvard Square at Brattle St / Eliot St
6275,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St
6275,53,Beacon St at Massachusetts Ave,185,Third at Binney
6275,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,106,Dudley Town Common - Mt Pleasant Ave at Blue Hill Ave
6274,146,Murphy Skating Rink - 1880 Day Blvd,146,Murphy Skating Rink - 1880 Day Blvd
6274,58,Mugar Way at Beacon St,58,Mugar Way at Beacon St
6273,152,Ink Block - Harrison Ave at Herald St,163,The Lawn on D
6273,120,Beacon St at Charles St,58,Mugar Way at Beacon St
6273,96,Cambridge Main Library at Broadway / Trowbridge St,96,Cambridge Main Library at Broadway / Trowbridge St
6273,67,MIT at Mass Ave / Amherst St,100,Davis Square
6273,61,Boylston St at Fairfield St,151,Surface Rd at India St
6273,23,Boston City Hall - 28 State St,23,Boston City Hall - 28 State St
6272,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St
6272,5,Northeastern University - North Parking Lot,67,MIT at Mass Ave / Amherst St
6271,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St
6270,23,Boston City Hall - 28 State St,370,Dartmouth St at Newbury St
6269,67,MIT at Mass Ave / Amherst St,53,Beacon St at Massachusetts Ave
6269,54,Tremont St at West St,206,Government Center - Cambridge St at Court St
6269,42,Boylston St at Arlington St,42,Boylston St at Arlington St
6268,161,W Broadway at D St,161,W Broadway at D St
6268,58,Mugar Way at Beacon St,58,Mugar Way at Beacon St
6268,23,Boston City Hall - 28 State St,40,Lewis Wharf at Atlantic Ave
6265,221,Verizon Innovation Hub 10 Ware Street,221,Verizon Innovation Hub 10 Ware Street
6265,70,Harvard Kennedy School at Bennett St / Eliot St,180,Mt Auburn
6262,280,Main St at Baldwin St,390,Broadway at Lynde St
6262,42,Boylston St at Arlington St,42,Boylston St at Arlington St
6261,74,Harvard Square at Mass Ave/ Dunster,163,The Lawn on D
6259,139,Dana Park,139,Dana Park
6258,160,Wentworth Institute of Technology - Huntington Ave at Vancouver St,21,Prudential Center - 101 Huntington Ave
6258,79,Beacon St at Washington / Kirkland,69,Coolidge Corner - Beacon St at Centre St
6256,42,Boylston St at Arlington St,31,Seaport Hotel - Congress St at Seaport Ln
6254,80,MIT Stata Center at Vassar St / Main St,40,Lewis Wharf at Atlantic Ave
6254,50,Boylston St at Berkeley St,68,Central Square at Mass Ave / Essex St
6254,36,Copley Square - Dartmouth St at Boylston St,36,Copley Square - Dartmouth St at Boylston St
6253,92,University of Massachusetts Boston - Campus Center,92,University of Massachusetts Boston - Campus Center
6253,74,Harvard Square at Mass Ave/ Dunster,95,Cambridge St - at Columbia St / Webster Ave
6252,392,Glendale Square (Ferry St at Broadway),392,Glendale Square (Ferry St at Broadway)
6252,376,Honan Library,376,Honan Library
6252,81,Chinatown T Stop,65,Boston Convention and Exhibition Center - Summer St at West Side Dr
6252,17,Soldiers Field Park - 111 Western Ave,146,Murphy Skating Rink - 1880 Day Blvd
6252,4,Tremont St at E Berkeley St,58,Mugar Way at Beacon St
6251,384,Clarendon St at Newbury St,30,Brigham Circle - Francis St at Huntington Ave
6251,33,Kenmore Square,120,Beacon St at Charles St
6251,5,Northeastern University - North Parking Lot,296,Farragut Rd at E. 6th St
6250,81,Chinatown T Stop,81,Chinatown T Stop
6250,20,Aquarium T Stop - 200 Atlantic Ave,54,Tremont St at West St
6249,128,E Cottage St at Columbia Rd,128,E Cottage St at Columbia Rd
6249,53,Beacon St at Massachusetts Ave,258,Gallivan Blvd at Adams St
6249,3,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,9,Commonwealth Ave at Agganis Way
6246,362,Columbia Rd at Tierney Community Center,161,W Broadway at D St
6246,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,10,B.U. Central - 725 Comm. Ave.
6246,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,106,Dudley Town Common - Mt Pleasant Ave at Blue Hill Ave
6245,190,Nashua Street at Red Auerbach Way,20,Aquarium T Stop - 200 Atlantic Ave
6245,184,Sidney Research Campus/Erie Street at Waverly,178,MIT Pacific St at Purrington St
6245,156,Somerville Hospital,99,Wilson Square
6245,42,Boylston St at Arlington St,31,Seaport Hotel - Congress St at Seaport Ln
6245,5,Northeastern University - North Parking Lot,46,Christian Science Plaza - Massachusetts Ave at Westland Ave
6243,392,Glendale Square (Ferry St at Broadway),392,Glendale Square (Ferry St at Broadway)
6243,92,University of Massachusetts Boston - Campus Center,92,University of Massachusetts Boston - Campus Center
6243,92,University of Massachusetts Boston - Campus Center,92,University of Massachusetts Boston - Campus Center
6242,98,Warren St at Chelsea St,40,Lewis Wharf at Atlantic Ave
6242,53,Beacon St at Massachusetts Ave,53,Beacon St at Massachusetts Ave
6241,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St
6241,80,MIT Stata Center at Vassar St / Main St,40,Lewis Wharf at Atlantic Ave
6240,53,Beacon St at Massachusetts Ave,53,Beacon St at Massachusetts Ave
6239,115,Porter Square Station,345,Park Plaza at Charles St S.
6239,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,136,ID Building West
6239,67,MIT at Mass Ave / Amherst St,33,Kenmore Square
6236,225,Cambridge Dept. of Public Works -147 Hampshire St.,58,Mugar Way at Beacon St
6236,58,Mugar Way at Beacon St,369,Boston Public Market
6236,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,146,Murphy Skating Rink - 1880 Day Blvd
6235,50,Boylston St at Berkeley St,68,Central Square at Mass Ave / Essex St
6235,41,Packard's Corner - Commonwealth Ave at Brighton Ave,279,Williams St at Washington St
6234,157,Seaport Blvd at Sleeper St,157,Seaport Blvd at Sleeper St
6231,58,Mugar Way at Beacon St,53,Beacon St at Massachusetts Ave
6231,25,South End Library - Tremont St at W Newton St,27,Roxbury Crossing T Stop - Columbus Ave at Tremont St
6230,189,Kendall T,105,Lower Cambridgeport at Magazine St / Riverside Rd
6229,359,One Brigham Circle,30,Brigham Circle - Francis St at Huntington Ave
6229,227,Silber Way,227,Silber Way
6229,67,MIT at Mass Ave / Amherst St,53,Beacon St at Massachusetts Ave
6227,342,Boylston St at Jersey St,160,Wentworth Institute of Technology - Huntington Ave at Vancouver St
6226,61,Boylston St at Fairfield St,370,Dartmouth St at Newbury St
6225,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,77,Somerville City Hall
6224,60,Charles Circle - Charles St at Cambridge St,60,Charles Circle - Charles St at Cambridge St
6222,221,Verizon Innovation Hub 10 Ware Street,64,Congress St at Sleeper St
6221,190,Nashua Street at Red Auerbach Way,20,Aquarium T Stop - 200 Atlantic Ave
6221,75,Lafayette Square at Mass Ave / Main St / Columbia St,36,Copley Square - Dartmouth St at Boylston St
6220,91,One Kendall Square at Hampshire St / Portland St,79,Beacon St at Washington / Kirkland
6220,22,South Station - 700 Atlantic Ave,96,Cambridge Main Library at Broadway / Trowbridge St
6219,214,Airport T Stop - Bremen St at Brooks St,214,Airport T Stop - Bremen St at Brooks St
6219,92,University of Massachusetts Boston - Campus Center,92,University of Massachusetts Boston - Campus Center
6219,61,Boylston St at Fairfield St,74,Harvard Square at Mass Ave/ Dunster
6217,351,Faneuil St at Arlington St,58,Mugar Way at Beacon St
6217,167,Ryan Playground - Dorchester Ave at Harbor View St,167,Ryan Playground - Dorchester Ave at Harbor View St
6216,80,MIT Stata Center at Vassar St / Main St,177,University Park
6215,55,Boylston St at Massachusetts Ave,55,Boylston St at Massachusetts Ave
6211,376,Honan Library,376,Honan Library
6211,33,Kenmore Square,227,Silber Way
6210,60,Charles Circle - Charles St at Cambridge St,107,Ames St at Main St
6209,351,Faneuil St at Arlington St,58,Mugar Way at Beacon St
6209,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St
6209,58,Mugar Way at Beacon St,58,Mugar Way at Beacon St
6209,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,125,Hyde Square - Barbara St at Centre St
6208,374,Tremont St at Hamilton Pl,65,Boston Convention and Exhibition Center - Summer St at West Side Dr
6208,218,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,372,Boylston St at Exeter St
6208,61,Boylston St at Fairfield St,151,Surface Rd at India St
6208,60,Charles Circle - Charles St at Cambridge St,107,Ames St at Main St
6208,40,Lewis Wharf at Atlantic Ave,55,Boylston St at Massachusetts Ave
6207,4,Tremont St at E Berkeley St,4,Tremont St at E Berkeley St
6206,372,Boylston St at Exeter St,74,Harvard Square at Mass Ave/ Dunster
6206,146,Murphy Skating Rink - 1880 Day Blvd,190,Nashua Street at Red Auerbach Way
6206,41,Packard's Corner - Commonwealth Ave at Brighton Ave,279,Williams St at Washington St
6203,146,Murphy Skating Rink - 1880 Day Blvd,146,Murphy Skating Rink - 1880 Day Blvd
6202,370,Dartmouth St at Newbury St,361,Deerfield St at Commonwealth Ave
6202,227,Silber Way,227,Silber Way
6202,60,Charles Circle - Charles St at Cambridge St,60,Charles Circle - Charles St at Cambridge St
6199,43,Rowes Wharf at Atlantic Ave,146,Murphy Skating Rink - 1880 Day Blvd
6199,40,Lewis Wharf at Atlantic Ave,40,Lewis Wharf at Atlantic Ave
6198,160,Wentworth Institute of Technology - Huntington Ave at Vancouver St,21,Prudential Center - 101 Huntington Ave
6197,50,Boylston St at Berkeley St,68,Central Square at Mass Ave / Essex St
6197,49,Stuart St at Charles St,20,Aquarium T Stop - 200 Atlantic Ave
6197,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,53,Beacon St at Massachusetts Ave
6196,221,Verizon Innovation Hub 10 Ware Street,64,Congress St at Sleeper St
6195,370,Dartmouth St at Newbury St,361,Deerfield St at Commonwealth Ave
6195,189,Kendall T,105,Lower Cambridgeport at Magazine St / Riverside Rd
6195,102,Powder House Circle - Nathan Tufts Park,102,Powder House Circle - Nathan Tufts Park
6194,42,Boylston St at Arlington St,42,Boylston St at Arlington St
6194,40,Lewis Wharf at Atlantic Ave,40,Lewis Wharf at Atlantic Ave
6192,121,W Broadway at Dorchester St,119,South Boston Library - 646 E Broadway
6192,78,Union Square - Somerville,74,Harvard Square at Mass Ave/ Dunster
6192,55,Boylston St at Massachusetts Ave,65,Boston Convention and Exhibition Center - Summer St at West Side Dr
6192,53,Beacon St at Massachusetts Ave,74,Harvard Square at Mass Ave/ Dunster
6192,24,Seaport Square - Seaport Blvd at Northern Ave,58,Mugar Way at Beacon St
6191,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd
6191,40,Lewis Wharf at Atlantic Ave,342,Boylston St at Jersey St
6191,7,Fan Pier,52,Newbury St at Hereford St
6190,374,Tremont St at Hamilton Pl,65,Boston Convention and Exhibition Center - Summer St at West Side Dr
6190,93,JFK/UMass T Stop,19,Park Dr at Buswell St
6190,42,Boylston St at Arlington St,110,Harvard University Gund Hall at Quincy St / Kirkland St
6188,128,E Cottage St at Columbia Rd,128,E Cottage St at Columbia Rd
6188,40,Lewis Wharf at Atlantic Ave,200,Washington St at Melnea Cass Blvd
6188,30,Brigham Circle - Francis St at Huntington Ave,30,Brigham Circle - Francis St at Huntington Ave
6187,42,Boylston St at Arlington St,42,Boylston St at Arlington St
6186,142,Alewife Station at Russell Field,68,Central Square at Mass Ave / Essex St
6186,5,Northeastern University - North Parking Lot,46,Christian Science Plaza - Massachusetts Ave at Westland Ave
6185,228,One Memorial Drive,74,Harvard Square at Mass Ave/ Dunster
6185,227,Silber Way,227,Silber Way
6185,89,Harvard Law School at Mass Ave / Jarvis St,357,Centre St at Seaverns Ave
6185,58,Mugar Way at Beacon St,139,Dana Park
6185,58,Mugar Way at Beacon St,139,Dana Park
6185,54,Tremont St at West St,120,Beacon St at Charles St
6184,370,Dartmouth St at Newbury St,384,Clarendon St at Newbury St
6184,15,Brighton Mills - 370 Western Ave,58,Mugar Way at Beacon St
6183,227,Silber Way,227,Silber Way
6182,372,Boylston St at Exeter St,74,Harvard Square at Mass Ave/ Dunster
6182,370,Dartmouth St at Newbury St,384,Clarendon St at Newbury St
6179,361,Deerfield St at Commonwealth Ave,361,Deerfield St at Commonwealth Ave
6179,58,Mugar Way at Beacon St,4,Tremont St at E Berkeley St
6178,185,Third at Binney,68,Central Square at Mass Ave / Essex St
6177,33,Kenmore Square,227,Silber Way
6176,146,Murphy Skating Rink - 1880 Day Blvd,190,Nashua Street at Red Auerbach Way
6176,78,Union Square - Somerville,29,Innovation Lab - 125 Western Ave at Batten Way
6176,73,Harvard Square at Brattle St / Eliot St,74,Harvard Square at Mass Ave/ Dunster
6176,40,Lewis Wharf at Atlantic Ave,157,Seaport Blvd at Sleeper St
6175,15,Brighton Mills - 370 Western Ave,58,Mugar Way at Beacon St
6174,91,One Kendall Square at Hampshire St / Portland St,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St
6173,78,Union Square - Somerville,74,Harvard Square at Mass Ave/ Dunster
6173,40,Lewis Wharf at Atlantic Ave,342,Boylston St at Jersey St
6172,179,MIT Vassar St,99,Wilson Square
6172,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace
6172,60,Charles Circle - Charles St at Cambridge St,60,Charles Circle - Charles St at Cambridge St
6172,58,Mugar Way at Beacon St,58,Mugar Way at Beacon St
6171,149,175 N Harvard St,369,Boston Public Market
6171,133,Green Street T Stop - Green St at Amory St,95,Cambridge St - at Columbia St / Webster Ave
6171,49,Stuart St at Charles St,20,Aquarium T Stop - 200 Atlantic Ave
6170,372,Boylston St at Exeter St,82,Beacon St at Tappan St
6169,224,Fresh Pond Reservation,224,Fresh Pond Reservation
6169,142,Alewife Station at Russell Field,142,Alewife Station at Russell Field
6169,81,Chinatown T Stop,23,Boston City Hall - 28 State St
6169,58,Mugar Way at Beacon St,4,Tremont St at E Berkeley St
6169,20,Aquarium T Stop - 200 Atlantic Ave,141,Kendall Street
6169,8,Union Square - Brighton Ave at Cambridge St,8,Union Square - Brighton Ave at Cambridge St
6168,194,Broadway St at Mt Pleasant St,46,Christian Science Plaza - Massachusetts Ave at Westland Ave
6167,24,Seaport Square - Seaport Blvd at Northern Ave,58,Mugar Way at Beacon St
6166,179,MIT Vassar St,179,MIT Vassar St
6166,161,W Broadway at D St,296,Farragut Rd at E. 6th St
6166,55,Boylston St at Massachusetts Ave,117,Binney St / Sixth St
6165,131,Jackson Square T Stop,133,Green Street T Stop - Green St at Amory St
6165,61,Boylston St at Fairfield St,370,Dartmouth St at Newbury St
6164,113,Andrew T Stop - Dorchester Ave at Dexter St,113,Andrew T Stop - Dorchester Ave at Dexter St
6164,8,Union Square - Brighton Ave at Cambridge St,8,Union Square - Brighton Ave at Cambridge St
6163,356,Charlestown Navy Yard,69,Coolidge Corner - Beacon St at Centre St
6162,161,W Broadway at D St,146,Murphy Skating Rink - 1880 Day Blvd
6162,160,Wentworth Institute of Technology - Huntington Ave at Vancouver St,21,Prudential Center - 101 Huntington Ave
6162,15,Brighton Mills - 370 Western Ave,58,Mugar Way at Beacon St
6161,61,Boylston St at Fairfield St,57,Massachusetts Ave at Columbus Ave
6161,35,Arch St at Franklin St,296,Farragut Rd at E. 6th St
6161,16,Back Bay T Stop - Dartmouth St at Stuart St,16,Back Bay T Stop - Dartmouth St at Stuart St
6160,227,Silber Way,227,Silber Way
6160,22,South Station - 700 Atlantic Ave,105,Lower Cambridgeport at Magazine St / Riverside Rd
6159,120,Beacon St at Charles St,58,Mugar Way at Beacon St
6159,55,Boylston St at Massachusetts Ave,74,Harvard Square at Mass Ave/ Dunster
6158,115,Porter Square Station,345,Park Plaza at Charles St S.
6158,42,Boylston St at Arlington St,42,Boylston St at Arlington St
6156,78,Union Square - Somerville,29,Innovation Lab - 125 Western Ave at Batten Way
6155,346,Cleveland Circle,81,Chinatown T Stop
6155,66,Commonwealth Ave at Griggs St,103,JFK Crossing at Harvard St. / Thorndike St.
6155,33,Kenmore Square,33,Kenmore Square
6154,218,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,372,Boylston St at Exeter St
6152,214,Airport T Stop - Bremen St at Brooks St,214,Airport T Stop - Bremen St at Brooks St
6152,96,Cambridge Main Library at Broadway / Trowbridge St,227,Silber Way
6152,6,Cambridge St at Joy St,6,Cambridge St at Joy St
6151,331,Huntington Ave at Mass Art,331,Huntington Ave at Mass Art
6151,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,10,B.U. Central - 725 Comm. Ave.
6150,187,Cypress St at Clark Playground,187,Cypress St at Clark Playground
6150,53,Beacon St at Massachusetts Ave,53,Beacon St at Massachusetts Ave
6150,21,Prudential Center - 101 Huntington Ave,59,Chinatown Gate Plaza
6149,380,Mass Ave at Albany St,296,Farragut Rd at E. 6th St
6148,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,17,Soldiers Field Park - 111 Western Ave
6148,7,Fan Pier,195,Child St at North St
6147,192,Purchase St at Pearl St,120,Beacon St at Charles St
6145,49,Stuart St at Charles St,20,Aquarium T Stop - 200 Atlantic Ave
6144,73,Harvard Square at Brattle St / Eliot St,70,Harvard Kennedy School at Bennett St / Eliot St
6143,183,Alewife MBTA at Steel Place,183,Alewife MBTA at Steel Place
6143,43,Rowes Wharf at Atlantic Ave,74,Harvard Square at Mass Ave/ Dunster
6142,390,Broadway at Lynde St,98,Warren St at Chelsea St
6142,227,Silber Way,227,Silber Way
6142,169,Edwards Playground - Main St at Eden St,397,Broadway at Beacham St
6142,169,Edwards Playground - Main St at Eden St,397,Broadway at Beacham St
6141,55,Boylston St at Massachusetts Ave,74,Harvard Square at Mass Ave/ Dunster
6140,21,Prudential Center - 101 Huntington Ave,59,Chinatown Gate Plaza
6139,120,Beacon St at Charles St,120,Beacon St at Charles St
6139,20,Aquarium T Stop - 200 Atlantic Ave,54,Tremont St at West St
6138,182,Museum of Science,182,Museum of Science
6137,369,Boston Public Market,384,Clarendon St at Newbury St
6137,73,Harvard Square at Brattle St / Eliot St,70,Harvard Kennedy School at Bennett St / Eliot St
6136,135,ID Building East,135,ID Building East
6135,361,Deerfield St at Commonwealth Ave,361,Deerfield St at Commonwealth Ave
6134,173,Savin Hill T Stop - S Sydney St at Bay St,173,Savin Hill T Stop - S Sydney St at Bay St
6133,366,Broadway T Stop,119,South Boston Library - 646 E Broadway
6133,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,80,MIT Stata Center at Vassar St / Main St
6133,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,46,Christian Science Plaza - Massachusetts Ave at Westland Ave
6132,334,Mass Ave at Hadley/Walden,111,Packard Ave at Powderhouse Blvd
6131,102,Powder House Circle - Nathan Tufts Park,102,Powder House Circle - Nathan Tufts Park
6130,374,Tremont St at Hamilton Pl,40,Lewis Wharf at Atlantic Ave
6130,210,Bennington St at Byron St,355,Bennington St at Constitution Beach
6130,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,74,Harvard Square at Mass Ave/ Dunster
6129,356,Charlestown Navy Yard,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St
6129,90,Lechmere Station at Cambridge St / First St,110,Harvard University Gund Hall at Quincy St / Kirkland St
6128,141,Kendall Street,17,Soldiers Field Park - 111 Western Ave
6127,33,Kenmore Square,33,Kenmore Square
6126,194,Broadway St at Mt Pleasant St,53,Beacon St at Massachusetts Ave
6126,169,Edwards Playground - Main St at Eden St,35,Arch St at Franklin St
6125,369,Boston Public Market,20,Aquarium T Stop - 200 Atlantic Ave
6125,167,Ryan Playground - Dorchester Ave at Harbor View St,130,Uphams Corner
6124,53,Beacon St at Massachusetts Ave,53,Beacon St at Massachusetts Ave
6124,36,Copley Square - Dartmouth St at Boylston St,380,Mass Ave at Albany St
6123,358,Medford St at Charlestown BCYF,129,Hayes Square - Vine St at Moulton St
6123,194,Broadway St at Mt Pleasant St,46,Christian Science Plaza - Massachusetts Ave at Westland Ave
6121,57,Massachusetts Ave at Columbus Ave,85,Spaulding Rehabilitation Hospital - Charlestown Navy Yard
6120,103,JFK Crossing at Harvard St. / Thorndike St.,103,JFK Crossing at Harvard St. / Thorndike St.
6118,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd
6117,376,Honan Library,35,Arch St at Franklin St
6116,67,MIT at Mass Ave / Amherst St,143,EF - North Point Park
6116,60,Charles Circle - Charles St at Cambridge St,60,Charles Circle - Charles St at Cambridge St
6116,39,Washington St at Rutland St,354,Washington St at Egremont Rd
6114,58,Mugar Way at Beacon St,54,Tremont St at West St
6114,54,Tremont St at West St,151,Surface Rd at India St
6113,374,Tremont St at Hamilton Pl,35,Arch St at Franklin St
6113,50,Boylston St at Berkeley St,46,Christian Science Plaza - Massachusetts Ave at Westland Ave
